Mean,Median,STD,Max,Min,Mode,Skewness,Kurtosis,Mean Abs Val,Class
-0.771293925,-0.032437213,16.66685741,83.50661589,-85.1147728,-85.1147728,-1.256196708,10.70491718,10.31092954,0
0.579001034,0.774686028,99.05780704,693.7268877,-638.896212,-638.896212,-0.302822418,13.02949102,55.08881891,0
-0.653225152,-0.24171531,13.00610922,43.22884937,-61.36059039,-61.36059039,-0.636208106,5.086337298,9.506064011,0
0.245685624,0.38512166,9.504462509,33.70437325,-56.20574273,-56.20574273,-0.62612925,6.18770415,7.158486871,0
-0.17850562,-0.385862036,10.52870263,77.48780684,-81.90200102,-81.90200102,-0.030688676,9.229307001,7.698693298,0
0.028401299,0.014976631,7.984911289,33.20505773,-33.06720674,-33.06720674,-0.091323428,3.337930114,6.30637573,0
-0.033256684,0.147782154,7.746334548,90.14744114,-46.21355572,-46.21355572,0.00894471,10.17608163,5.831010234,0
-0.057757585,0.180207862,11.02377266,55.79045829,-78.04738026,-78.04738026,-0.730654796,8.831857703,7.878929015,1
0.140691511,0.158999776,8.210061524,30.0889642,-36.97761355,-36.97761355,-0.136418575,3.744482395,6.381393115,1
-0.062437998,0.305957392,11.12363358,36.60856863,-50.87758493,-50.87758493,-0.355673255,4.04563607,8.544449686,1
-0.131675713,-0.046062419,9.708173753,40.90892831,-41.89423226,-41.89423226,-0.103732643,3.565230135,7.653133146,1
0.147499077,-0.027642915,8.966648555,43.3743568,-36.8097301,-36.8097301,0.236246407,4.019049497,6.983253821,1
0.051916773,-0.062574558,11.9044736,44.61065978,-40.94024247,-40.94024247,0.111367615,4.127981189,8.972461128,1
-0.060011333,0.577844242,24.97674871,156.2561301,-159.0443454,-159.0443454,0.108435292,8.769521499,16.06087884,1
0.000864201,0.1125156,9.576281586,46.90878347,-34.64868773,-34.64868773,0.238475788,5.038068132,7.097924838,1
0.135621937,0.04093926,28.62452267,156.9873919,-143.0500514,-143.0500514,0.606295496,11.99740981,16.68116933,1
-0.073183468,-0.032881281,8.745864875,53.10803095,-44.3191586,-44.3191586,0.061445342,6.014817686,6.609526822,1
-0.062481352,0.227564272,8.725251641,44.28014915,-39.1490414,-39.1490414,-0.206749684,5.278614158,6.558198003,1
0.07046866,0.487739105,16.11370062,76.38905029,-82.18295997,-82.18295997,0.03603072,7.17227724,10.87666908,1
0.038166351,-0.099139281,10.59752614,38.59886725,-55.74829452,-55.74829452,-0.095944425,5.337035898,7.692505489,1
0.04860676,0.008976167,12.32022664,56.09382537,-55.20384185,-55.20384185,-0.044541806,4.712678081,9.299349886,1
-0.145433378,-0.066278679,7.880856761,56.41084714,-30.18645997,-30.18645997,0.609092232,8.155185507,5.897827315,1
0.087581728,0.312621915,9.790980666,48.55108784,-31.71481004,-31.71481004,0.23438038,4.155653765,7.542730073,1
0.011324295,-0.133327294,10.19960932,58.25756963,-65.98345783,-65.98345783,-0.128077102,7.460715587,7.356625772,1
0.052533208,-0.170901368,8.769563499,58.02646005,-38.62347189,-38.62347189,0.443647614,8.423597707,6.399708966,1
-0.012172529,0.336953263,8.3997238,34.99914414,-33.74971848,-33.74971848,-0.227245702,3.600666048,6.56555878,1
0.102155775,0.54254829,11.4294006,38.84074537,-59.29525995,-59.29525995,-0.553623198,4.503201591,8.66673164,1
-0.067059676,-0.029783655,11.76970327,64.16841803,-55.94289756,-55.94289756,-0.170534348,5.488212606,8.664381484,1
-0.014023347,0.578661494,12.33426488,43.4872581,-72.53334652,-72.53334652,-0.853089499,7.78367793,8.6415128,1
-0.050583059,-0.300508133,12.36322496,63.5300408,-53.29755211,-53.29755211,0.099382947,4.686663767,9.372617436,1
0.015124524,0.201046102,13.91141419,87.87165743,-47.5967468,-47.5967468,0.60480541,6.608596418,10.18799413,1
-0.193043784,-0.157288973,12.92968974,61.17216489,-85.35214927,-85.35214927,-0.381405649,6.117688321,9.566445722,1
0.182895945,0.006533378,13.57422914,99.57960434,-85.67294955,-85.67294955,0.046183867,10.13306514,9.251168323,1
0.07090252,0.65330392,16.74434409,94.64472865,-55.75713633,-55.75713633,0.347586548,6.314806242,11.92507392,1
-0.087452771,0.303301317,12.52605265,80.10114053,-87.00974622,-87.00974622,-0.172525429,5.983678832,9.005709726,1
0.008004166,0.044156176,7.623722885,27.40556209,-31.23814069,-31.23814069,-0.026811578,3.295450629,5.998609733,1
0.089126547,0.272919187,16.41644355,61.2095503,-127.365414,-127.365414,-0.953262127,8.19569439,11.94381818,1
-0.035003637,-0.118241599,13.11844042,70.18244886,-83.07234517,-83.07234517,0.293446617,6.685320663,9.427451428,1
-0.025048254,0.74466021,26.3389583,130.7524427,-208.9375982,-208.9375982,-0.66182023,14.93277213,15.77147409,1
0.044075531,0.050477564,8.203400838,37.48302874,-35.1637391,-35.1637391,-0.017128225,4.074918591,6.354846206,1
0.075862472,-0.086757263,8.755900833,34.57309639,-48.68184901,-48.68184901,-0.056628271,4.12487586,6.754309746,1
-0.144708117,0.373338363,9.636603056,43.44993932,-47.30236895,-47.30236895,-0.154433153,4.435090428,7.341398275,1
0.022337194,0.990331376,15.15994786,80.69025959,-122.8878561,-122.8878561,-0.556848302,7.145228874,10.7910482,1
0.023861452,-0.17265324,11.85562108,61.32532561,-60.33437756,-60.33437756,0.374066205,5.39156134,8.678495154,1
-0.079784504,-0.003624873,8.421845414,44.13358511,-33.67505848,-33.67505848,0.062651264,3.724816385,6.631765023,1
-0.006024406,0.056492847,9.402257646,36.1225349,-40.22948165,-40.22948165,-0.050382367,3.368230503,7.358867851,1
0.212030586,0.115696801,11.24687672,51.61584125,-42.31548331,-42.31548331,0.155760369,4.037449831,8.597033406,1
-0.106537869,-0.15109608,11.54845589,78.88691142,-84.27409923,-84.27409923,0.464036418,9.27095236,8.250999746,1
0.010495271,0.025821967,11.06568902,60.81154913,-44.30810968,-44.30810968,0.239943483,5.15819331,8.143630442,1
-0.021074837,0.074017925,9.131215834,35.09207067,-71.70300135,-71.70300135,-0.375481671,5.563430928,6.838001842,1
0.061988331,0.353806233,9.840050589,46.22602642,-49.94177806,-49.94177806,-0.32850004,5.914111173,7.143226752,1
-0.002070627,0.424554382,8.472177734,30.1647728,-47.62868528,-47.62868528,-0.53804778,4.782677446,6.556180744,1
0.120320391,0.25199098,12.8817469,110.6605377,-67.30278699,-67.30278699,0.425597328,9.744824019,8.842767699,1
-0.047016258,0.442344617,14.33717755,74.45406397,-100.7973281,-100.7973281,-0.787616735,7.626918759,10.04784281,1
-0.112771951,-0.120054808,7.893801908,29.45915746,-32.0537183,-32.0537183,-0.075185533,3.145374777,6.271025216,1
0.00409586,0.315375385,9.183957384,40.95569248,-74.36907709,-74.36907709,-0.503747443,5.70276209,6.966843877,1
-0.130253838,-0.098369554,8.566309049,48.81302659,-47.24591274,-47.24591274,0.012689832,5.242495226,6.48617795,1
0.615346654,0.050648827,18.58425743,109.9870605,-63.74424352,-63.74424352,0.575951251,6.975455802,12.94042364,1
-0.519146556,0.671182217,28.95602405,111.2534664,-164.2401608,-164.2401608,-1.146250343,9.080320073,18.57352183,1
0.490243406,0.382522671,19.81591806,79.36479845,-74.69717569,-74.69717569,0.102344868,3.570681624,15.17797572,1
-0.494938792,0.317456423,12.90151392,55.64197943,-61.63855812,-61.63855812,-0.521405265,5.057301815,9.653447754,1
-0.043488723,0.138264709,9.158204436,35.02741112,-76.20073511,-76.20073511,-0.376388234,5.413942805,6.833938772,1
0.062540738,0.166238735,11.3684957,153.5038237,-105.420654,-105.420654,0.759869572,17.71721127,7.802982504,1
-0.090892701,0.108487345,10.38837735,37.57950411,-43.31517959,-43.31517959,-0.121173376,3.705600659,8.062672122,1
-0.023043368,0.402314754,16.38364499,73.74846414,-94.97617918,-94.97617918,-0.314269765,6.241603791,11.62870656,1
0.052977323,0.43744261,9.922140253,59.21134933,-41.23660959,-41.23660959,-0.25523484,5.485523582,7.247080458,1
0.017466972,-0.168427469,12.24141054,51.53893296,-58.92648599,-58.92648599,-0.109541764,6.526654829,8.32550511,1
0.079861726,0.136263855,28.16213012,192.0476691,-284.1815364,-284.1815364,-1.843256511,30.52072626,15.41577079,0
-0.134678047,-0.363361536,14.31584139,58.60406988,-54.05668724,-54.05668724,0.250384338,3.332854423,11.30261546,0
0.170642046,0.166513183,14.9736092,57.99579447,-47.60269617,-47.60269617,0.096188411,2.882292208,12.01359504,0
-0.179525093,0.095757861,13.85237983,53.35646899,-54.07335985,-54.07335985,-0.095655243,3.153699202,10.90654349,0
0.129596723,0.367353715,12.29212218,37.46910709,-43.35402085,-43.35402085,-0.086209166,2.701217004,9.984905677,0
-0.184125125,0.086160815,13.16043724,42.25536896,-51.49354472,-51.49354472,-0.077858691,3.0908072,10.45728548,0
0.177404094,0.256210942,17.32750278,67.89989157,-74.49757256,-74.49757256,-0.122710555,3.649064417,13.44577063,0
-0.163981856,-0.039679453,15.44417722,50.18889022,-60.23995504,-60.23995504,-0.031266184,2.927770992,12.3247303,0
-0.002271477,0.270332036,15.93253532,56.45340152,-57.24738331,-57.24738331,-0.1108146,2.982987974,12.69799177,0
-0.216890472,-0.353048927,15.21653911,50.25007926,-56.6167037,-56.6167037,0.003652983,2.967380193,12.15103699,0
0.347210338,0.541318345,14.91417863,54.20048832,-57.64211693,-57.64211693,-0.030027796,2.943905128,11.95280898,0
6.088625377,-0.751501697,169.9784845,781.9836684,-1535.222643,-1535.222643,-0.492609026,19.25361166,75.81240261,0
0.053010101,0.036937879,14.38066389,65.48182549,-41.72320343,-41.72320343,0.06323417,2.951995871,11.58557969,0
-0.077617652,0.428131223,17.97542259,71.84615513,-147.3027176,-147.3027176,-1.3216496,11.66157696,12.69494925,0
0.089315171,0.214825535,14.06456621,44.95303101,-47.01365256,-47.01365256,0.01807218,2.800421145,11.36605363,0
-0.034208851,0.028276282,13.11741491,42.76449426,-43.0112459,-43.0112459,-0.069550936,2.862875436,10.53500996,0
0.101212615,0.176973034,14.18039131,48.25216789,-45.62203617,-45.62203617,0.014171163,2.707694753,11.453511,0
-0.032691829,-0.324784921,15.46567939,52.82704336,-55.95720698,-55.95720698,0.081969885,3.202088606,12.23082006,0
0.082121235,0.015549886,13.43591708,101.9408361,-46.0315487,-46.0315487,0.169340584,4.132104262,10.68454755,0
-0.176350494,-0.227369538,14.29091284,41.31952438,-46.21905226,-46.21905226,-0.030286857,2.826030223,11.49097341,0
0.116717539,0.903854786,16.79749239,55.51438698,-74.22818072,-74.22818072,-0.179725791,3.356213834,13.10071907,0
0.192123914,0.178807629,13.20784216,50.74259265,-45.49419483,-45.49419483,0.002370632,3.290715544,10.35179088,0
-0.171806275,-0.298926755,13.43190121,57.75189336,-51.90919479,-51.90919479,0.136712122,3.785384178,10.48682152,0
0.00267929,-0.553501826,15.92435539,81.12939741,-70.37809223,-70.37809223,0.466003989,5.583002107,12.00838907,0
-0.043885695,-0.076399208,64.43844545,416.4544533,-418.1947964,-418.1947964,0.15367054,6.649772923,40.36287427,0
0.168459619,-0.1002558,10.19262425,36.99876807,-38.34477207,-38.34477207,0.046463708,3.509255969,7.955945336,0
-0.016813003,0.102005986,13.36089509,39.25830995,-44.62079053,-44.62079053,0.030136616,2.497253008,10.98148374,0
-0.212081082,-0.032164803,15.12220879,47.13929741,-52.08822691,-52.08822691,-0.074807357,2.830249064,12.15728577,0
-0.030842244,-0.994139342,18.4945595,97.14394562,-67.86926175,-67.86926175,0.480656454,5.808722305,13.52281003,0
0.154904656,0.560070587,14.21527684,40.49009665,-54.48525859,-54.48525859,-0.190924795,2.995765503,11.31808959,0
-0.219939546,-0.637685237,22.32417857,107.6222098,-82.85061352,-82.85061352,0.438372422,4.627280414,17.04783907,0
0.375763664,1.909151569,23.40193733,169.5423558,-300.9042275,-300.9042275,-2.885871422,33.62213098,15.24604468,0
0.200347128,0.281786732,16.67645321,54.88107898,-52.10097269,-52.10097269,0.044297816,2.846111474,13.39901338,0
-0.556347832,-1.341014881,23.90576374,107.6411599,-87.22513309,-87.22513309,0.273030219,4.663875529,18.10598342,0
-0.086986183,-0.030029337,15.79245917,56.24730143,-73.64264943,-73.64264943,-0.263091916,3.951962446,12.25858121,0
0.128303947,-0.000163183,16.59356777,73.29647058,-68.76078351,-68.76078351,0.083770913,4.336026819,12.71825964,0
-0.008657705,-0.596873564,32.53286052,136.0767163,-100.0956072,-100.0956072,0.406071259,5.09892345,22.47841434,0
-0.154302853,0.562491427,17.99664233,60.21464213,-107.2563734,-107.2563734,-0.395140041,4.604450564,14.06437824,0
-0.284941195,0.420686398,16.59281627,45.95632978,-51.47055541,-51.47055541,-0.077056438,2.636943258,13.46797141,0
0.300647641,-0.28785509,32.3588451,233.0709975,-156.0184738,-156.0184738,1.483394793,18.94383304,18.61993646,0
0.06362067,0.412982188,12.12454418,48.60024773,-51.13873964,-51.13873964,0.009689552,3.241064036,9.613027112,0
-0.195907277,0.53105324,14.38076484,51.28467139,-65.42628134,-65.42628134,-0.546266094,4.656381145,10.90745457,0
0.172569549,0.293506988,18.90230265,106.8612433,-130.7045638,-130.7045638,-0.333399237,6.802956805,13.67770421,0
2.632127378,-0.444227183,185.9821805,1780.835845,-1231.263289,-1231.263289,0.184565196,20.89223608,72.85132314,0
-2.925550591,1.136726516,55.38954294,244.0454226,-266.5451067,-266.5451067,-1.267416155,9.737278971,29.20077796,0
0.419204598,0.760805669,9.441741843,33.20293194,-30.93817366,-30.93817366,-0.162140505,2.815477676,7.596524152,0
-0.301662521,0.081379741,9.11102632,29.52097573,-28.39943583,-28.39943583,-0.084906708,2.828525007,7.273447596,0
-0.008586559,0.684867483,19.04635906,62.965403,-79.2793711,-79.2793711,-0.199255164,4.618820566,13.64651059,0
0.151024326,0.559460853,11.00071444,39.83875142,-63.36122914,-63.36122914,-0.225285159,3.502039227,8.692185832,0
-0.290675402,-0.127189848,9.699635423,30.45695975,-29.07823446,-29.07823446,-0.027716446,2.680432258,7.881941121,0
0.286082612,-0.060683984,12.05171165,54.18171852,-44.08378064,-44.08378064,0.443271934,4.481396655,9.159072169,0
0.020255139,0.175296336,21.78683261,265.5745667,-233.784711,-233.784711,-0.518940324,31.98576887,12.39966595,0
-0.569589093,0.314939199,41.35633204,205.795361,-235.4459156,-235.4459156,-1.231791308,17.67726085,17.72492062,0
0.407706532,-0.039613992,25.33019002,189.3647675,-100.6880755,-100.6880755,1.907724775,20.00283674,13.92039665,0
0.490355522,0.167990261,97.64525237,713.930043,-638.1546716,-638.1546716,0.006500632,13.31429589,54.37881421,0
-0.541336895,-0.282169772,12.49837347,43.15092345,-61.0114351,-61.0114351,-0.53580731,5.106847667,9.284360333,0
0.396957616,0.203307247,11.14422651,52.48856345,-58.56210638,-58.56210638,0.043098042,5.842825885,8.151915969,0
-0.38699469,-0.308370524,10.22617414,37.89038371,-43.97267182,-43.97267182,-0.16871012,3.499519053,7.898827599,0
0.033509409,0.043643761,8.490912643,35.24043453,-31.49730692,-31.49730692,0.063514482,3.185182839,6.751606219,0
0.0105738,0.237040047,8.386660584,98.70948153,-37.19394875,-37.19394875,0.333521568,9.118357154,6.402922865,0
